封面链接,收费情况,追番人数,播放状态,番剧名,番剧链接
http://i0.hdslb.com/bfs/bangumi/9d147171834e100259a91424ed8e5671c42411d8.jpg,,111.2万追番,全12话,青春之旅,https://www.bilibili.com/bangumi/play/ss59
http://i0.hdslb.com/bfs/bangumi/948878ec7fc44c3e824d6204b4de91abfb0dce17.jpg,,111万追番,全12话,Hand Shakers,https://www.bilibili.com/bangumi/play/ss5797
http://i0.hdslb.com/bfs/bangumi/image/cac23c77d69673e8ea86570d4f618a31e14cfe5b.png,会员专享,110万追番,全1话,魔法少女小圆 剧场版 [新篇] 叛逆的物语,https://www.bilibili.com/bangumi/play/ss27063?theme=movie
http://i0.hdslb.com/bfs/bangumi/e0b1959433cc60eeee7ae8f985c65e748a4b8cf4.jpg,,109.6万追番,全13话,弹丸论破,https://www.bilibili.com/bangumi/play/ss4400
http://i0.hdslb.com/bfs/bangumi/227177ddcbcddc326e1c751b89db24195c20e0d2.jpg,,107.5万追番,全24话,灼眼的夏娜,https://www.bilibili.com/bangumi/play/ss1600
http://i0.hdslb.com/bfs/bangumi/941b89fedfa468e422d7adb2ebb1b985413216d5.jpg,,106.5万追番,全24话,×××HOLiC,https://www.bilibili.com/bangumi/play/ss1239
http://i0.hdslb.com/bfs/bangumi/image/436df68b96dab19ecfe4c6016776b07df124ea90.jpg,会员专享,106万追番,全12话,索玛丽与森林之神,https://www.bilibili.com/bangumi/play/ss29334
http://i0.hdslb.com/bfs/bangumi/2b0d7996d9ef2a3786da05fe3f1b92857fc2e6ad.jpg,会员专享,105.9万追番,全12话,天狼 Sirius the Jaeger,https://www.bilibili.com/bangumi/play/ss24620
http://i0.hdslb.com/bfs/bangumi/8fa9d26fe84bcb09e7f6707ac0f7260deb8761ac.jpg,,105.8万追番,全14话,吹响吧！上低音号,https://www.bilibili.com/bangumi/play/ss1547
http://i0.hdslb.com/bfs/bangumi/248e9cc5b73cc3a276acf92eaf6651a7b3c90d10.jpg,,104.9万追番,全13话,Love Live! Sunshine!!,https://www.bilibili.com/bangumi/play/ss5062
http://i0.hdslb.com/bfs/bangumi/image/5d07b0a76dcbf7766df4bb498edfae15d52cbbc2.png,会员专享,104.8万追番,全13话,ReLIFE,https://www.bilibili.com/bangumi/play/ss5012
http://i0.hdslb.com/bfs/bangumi/f4535567ee32b0e96bd912e775bb5f98658694c9.jpg,,104.8万追番,全13话,关于完全听不懂老公在说什么的事 第一季,https://www.bilibili.com/bangumi/play/ss1530
http://i0.hdslb.com/bfs/bangumi/image/240846e734ce79b6f8d4a4b4a11798e409ec9564.jpg,会员专享,104.7万追番,更新至第19话,水果篮子 第二季,https://www.bilibili.com/bangumi/play/ss33046
http://i0.hdslb.com/bfs/bangumi/image/6920b7c4a888154c47b1d8c9b40a4c3524be2007.png,会员专享,104.4万追番,全12话,魔王勇者,https://www.bilibili.com/bangumi/play/ss444
http://i0.hdslb.com/bfs/bangumi/b8cf93d74af443f8dfcd2adc808a1a2545264254.jpg,会员专享,104万追番,全12话,请问您今天要来点兔子吗？？,https://www.bilibili.com/bangumi/play/ss2762
http://i0.hdslb.com/bfs/bangumi/1a106bb8dd6d1cd17a635e7f43fce11d270a7d04.jpg,,103.7万追番,全26话,来自风平浪静的明天,https://www.bilibili.com/bangumi/play/ss441
http://i0.hdslb.com/bfs/bangumi/7fb4945f864e9e988212b7d20f206df2677053f8.jpg,,103.7万追番,全12话,灰与幻想的格林姆迦尔 ,https://www.bilibili.com/bangumi/play/ss3103
http://i0.hdslb.com/bfs/bangumi/becda7a59d0fe317c51a6e357857cffca20fa0d4.jpg,,103.5万追番,全24话,DARLING in the FRANXX（僅限港澳台地區）,https://www.bilibili.com/bangumi/play/ss21680
http://i0.hdslb.com/bfs/bangumi/4c8064cf5d498af081829e3d3ff2f589e3b254e3.jpg,,103.2万追番,全12话,刻刻,https://www.bilibili.com/bangumi/play/ss21755
http://i0.hdslb.com/bfs/bangumi/fe032695a01c4b04385306b9b2a5aed565e341cf.jpg,,103万追番,全13话,噬神者,https://www.bilibili.com/bangumi/play/ss2591
http://i0.hdslb.com/bfs/bangumi/745de8b481e33dbedd8115f212c08a3f4362e1c1.jpg,,102.9万追番,全16话,我的妹妹不可能那么可爱 第二季,https://www.bilibili.com/bangumi/play/ss2661
http://i0.hdslb.com/bfs/bangumi/db9e9aad429724c83b2e3668ea0ba84838b4b77b.jpg,,102.8万追番,全12话,幻想嘉年华,https://www.bilibili.com/bangumi/play/ss1732
http://i0.hdslb.com/bfs/bangumi/7bfd5b9a4aabee8df09df12939d2f32c2f41a0d7.jpg,,102.7万追番,全22话,3月的狮子,https://www.bilibili.com/bangumi/play/ss5523
http://i0.hdslb.com/bfs/bangumi/image/2f84dd532ae5dfc16980dacdb5830423e29207d7.png,会员专享,102.5万追番,全12话,动物新世代 / BNA,https://www.bilibili.com/bangumi/play/ss32905
http://i0.hdslb.com/bfs/bangumi/ecbb7e3fd07b6ad30147e9e864ebc8c24305e97c.jpg,会员专享,102.3万追番,全13话,续 夏目友人帐,https://www.bilibili.com/bangumi/play/ss1661
http://i0.hdslb.com/bfs/bangumi/493877cdb06040c52886d6ebef19ac94dcde96b6.jpg,付费观看,102万追番,全13话,多田君不恋爱,https://www.bilibili.com/bangumi/play/ss23859
http://i0.hdslb.com/bfs/bangumi/image/d9963be5f1485752b1b288d8a5b0fe9cb64428da.png,,101.2万追番,全26话,濑户的花嫁,https://www.bilibili.com/bangumi/play/ss1270
http://i0.hdslb.com/bfs/bangumi/f506cf6ae9b8af4965826a20f604b5a12786e2cb.jpg,,100.8万追番,全13话,电波女与青春男,https://www.bilibili.com/bangumi/play/ss846
http://i0.hdslb.com/bfs/bangumi/a36c510217610bf3e8486b3b02c7d3db1a6b288c.jpg,,100.8万追番,全12话,百炼霸王与圣约女武神,https://www.bilibili.com/bangumi/play/ss24628
http://i0.hdslb.com/bfs/bangumi/image/3a74ca41bae1a94e45b3d23afbb62b7ab613b5df.png,,100.5万追番,全23话,CLANNAD ～AFTER STORY～,https://www.bilibili.com/bangumi/play/ss1178
http://i0.hdslb.com/bfs/bangumi/image/f77cc2a496278ed4629ad47f59b868808115249f.png,会员专享,100.3万追番,全12话,宝石商人理查德的谜鉴定,https://www.bilibili.com/bangumi/play/ss29343
http://i0.hdslb.com/bfs/bangumi/image/e9b2ca99905c1d2680499a16789bb3fb6fc21a14.jpg,会员专享,99.8万追番,全156话,哆啦A梦 第一季,https://www.bilibili.com/bangumi/play/ss32777
http://i0.hdslb.com/bfs/bangumi/16f9ef3ba39dc2294680ffab50811c4e89a6f8e5.jpg,,99.7万追番,全13话,狼与香辛料,https://www.bilibili.com/bangumi/play/ss1071
http://i0.hdslb.com/bfs/bangumi/921adc78b522d56b4536357d70593f41c9360800.jpg,,99.5万追番,全24话,加速世界,https://www.bilibili.com/bangumi/play/ss686
http://i0.hdslb.com/bfs/bangumi/08b4cc4bbef5c6ed8eff267201fbb1fbe3ef9faf.jpg,,99.4万追番,全12话,赤发白雪姬 第一季,https://www.bilibili.com/bangumi/play/ss2578
http://i0.hdslb.com/bfs/bangumi/1447de69cc6c425683217ca3805a6e0c72104f35.jpg,会员专享,99.3万追番,全1话,魔法少女小圆 剧场版 [前篇] 起始的物语,https://www.bilibili.com/bangumi/play/ss4316?theme=movie
http://i0.hdslb.com/bfs/bangumi/faa8ac33e4ae5c6601d25f6e90f6ff64edf41292.jpg,,99万追番,全12话,学园孤岛,https://www.bilibili.com/bangumi/play/ss2592
http://i0.hdslb.com/bfs/bangumi/296a1d5fd863c94c4a0b7d8e60afd7a1cab19ff7.jpg,会员专享,98.9万追番,全12话,百武装战记,https://www.bilibili.com/bangumi/play/ss3463
http://i0.hdslb.com/bfs/bangumi/bf5603c57dee60c2ccfdc1c8b907e1b20e24ce1b.jpg,,98.8万追番,全5话,星之梦,https://www.bilibili.com/bangumi/play/ss5045
http://i0.hdslb.com/bfs/bangumi/b58387eafd223d1a24ef97cf6a38e7df7fb8bf61.jpg,,98.2万追番,全12话,UQ HOLDER！悠久持有者！,https://www.bilibili.com/bangumi/play/ss6418
http://i0.hdslb.com/bfs/bangumi/1113d844ad3a9b42af576d80142146cbecc1b7ff.jpg,,97.7万追番,全24话,Fate/stay night  06版,https://www.bilibili.com/bangumi/play/ss25210
http://i0.hdslb.com/bfs/bangumi/c70cb401c95300511efa8bc651c76cf065499225.jpg,,97.7万追番,全12话,弹丸论破3 -绝望篇-,https://www.bilibili.com/bangumi/play/ss5057
http://i0.hdslb.com/bfs/bangumi/f08563c79e63e329869aed6bf4743df5d4a63bd4.jpg,会员专享,97.4万追番,全1话,魔法少女小圆 剧场版 [后篇] 永远的物语,https://www.bilibili.com/bangumi/play/ss4317?theme=movie
http://i0.hdslb.com/bfs/bangumi/1cfc53c179f64af499c63166284077d5d2f27b69.jpg,,97.1万追番,全1话,Fate/stay night [Unlimited Blade Works] 特典,https://www.bilibili.com/bangumi/play/ss2843
http://i0.hdslb.com/bfs/bangumi/cc86763c875508c3670d8033eaa9b07b150b4988.jpg,,96.8万追番,全11话,Rewrite 2nd Season,https://www.bilibili.com/bangumi/play/ss5806
http://i0.hdslb.com/bfs/bangumi/39bfc409fe95db6812624f378194612de89c143d.jpg,,96.8万追番,全12话,银仙,https://www.bilibili.com/bangumi/play/ss297
http://i0.hdslb.com/bfs/bangumi/dcf71901090b00760010d33bee4627d600867bb9.jpg,,95.1万追番,全26话,欢迎光临樱兰高校,https://www.bilibili.com/bangumi/play/ss1407
http://i0.hdslb.com/bfs/bangumi/59c494b792a1379857a44f3d75b5802c89c13805.jpg,会员专享,95万追番,全12话,粗点心战争,https://www.bilibili.com/bangumi/play/ss3120
http://i0.hdslb.com/bfs/bangumi/d48dcee11f88a720fbb9112b83a412366d778c0b.jpg,,94.9万追番,全10话,魔法少女☆伊莉雅 2WEI HERZ!,https://www.bilibili.com/bangumi/play/ss2575
http://i0.hdslb.com/bfs/bangumi/263a03ffc299f1ada5acd6b0a098aeb18c03e58c.jpg,会员专享,94.3万追番,全13话,夏目友人帐 参,https://www.bilibili.com/bangumi/play/ss1662
http://i0.hdslb.com/bfs/bangumi/468ebdb93491b6fa263cf5eb829a0ec65ed266ab.png,会员专享,94.2万追番,全12话,只要贝尔哲布布大小姐喜欢就好,https://www.bilibili.com/bangumi/play/ss25697
http://i0.hdslb.com/bfs/bangumi/2ed6be9050dfa4afe6e2651741d81843a0e81c67.jpg,,94.2万追番,全13话,黑白来看守所,https://www.bilibili.com/bangumi/play/ss5548
http://i0.hdslb.com/bfs/bangumi/32b9130648a95cf13729b0eecacf6e0c1af9ccc0.jpg,,94.2万追番,全13话,白色相簿2,https://www.bilibili.com/bangumi/play/ss3516
http://i0.hdslb.com/bfs/bangumi/4904d1211fd44dd1711f2e02454f1aa78b82f090.jpg,会员专享,92.9万追番,全13话,夏目友人帐 肆,https://www.bilibili.com/bangumi/play/ss1663
http://i0.hdslb.com/bfs/bangumi/94b8e40429614d34374da619f0fc433e7c91a278.jpg,,92.6万追番,全12话,猫咪日常,https://www.bilibili.com/bangumi/play/ss5786
http://i0.hdslb.com/bfs/bangumi/a69ff3a007491415d2a6f00e753c657761bc2e3f.jpg,会员专享,91.6万追剧,2019-02-22上映,朝花夕誓,https://www.bilibili.com/bangumi/play/ss26823?theme=movie
http://i0.hdslb.com/bfs/bangumi/5190b555298eb99c7d7f62eb2ca3891389bd00f8.jpg,,90.3万追番,全12话,NEW GAME!!,https://www.bilibili.com/bangumi/play/ss6330
http://i0.hdslb.com/bfs/bangumi/image/091c239253b95c1c8d32d76ae18bbd14887b8cc4.png,会员专享,90.1万追番,全12话,恋爱小行星,https://www.bilibili.com/bangumi/play/ss29350
http://i0.hdslb.com/bfs/bangumi/6de861925c772076a747844427bf49c252a8accf.jpg,,89.6万追番,全13话,一起一起这里那里,https://www.bilibili.com/bangumi/play/ss782
http://i0.hdslb.com/bfs/bangumi/9ba055dbffa735c6f466215cd73384afca56d186.jpg,会员专享,89.1万追番,全12话,终物语,https://www.bilibili.com/bangumi/play/ss2747
http://i0.hdslb.com/bfs/bangumi/2298bee824a966a44b3dcff6c2f9377aa1d95fa8.jpg,,87.5万追番,全12话,雏子的笔记,https://www.bilibili.com/bangumi/play/ss5993
http://i0.hdslb.com/bfs/bangumi/65df4b3b6d212a59c6221def7ff82c3d549483ef.jpg,,87万追番,全26话,虫师,https://www.bilibili.com/bangumi/play/ss1715
http://i0.hdslb.com/bfs/bangumi/23ffac3faaadddedbb8ef47b84329946d306174f.jpg,,86.1万追番,全12话,对魔导学园35试验小队,https://www.bilibili.com/bangumi/play/ss2724
http://i0.hdslb.com/bfs/bangumi/1aa1cee348544dbd677e05cbeaa85c52c11e1a06.jpg,,86.1万追番,全25话,小魔女学园 TV版,https://www.bilibili.com/bangumi/play/ss5788
http://i0.hdslb.com/bfs/bangumi/43f57552e9ffc23e3b870e1408173c630a30fb1e.jpg,,85.6万追番,全12话,农林,https://www.bilibili.com/bangumi/play/ss249
http://i0.hdslb.com/bfs/bangumi/07586cac5807cef3a6af19dff6a449a9af9d6a1c.png,,85.4万追番,全12话,同居人是猫,https://www.bilibili.com/bangumi/play/ss26289
http://i0.hdslb.com/bfs/bangumi/d07029e4116a7a424c922d9b85173915d4287fe0.png,会员专享,85.4万追番,全25话,水果篮子 (2019),https://www.bilibili.com/bangumi/play/ss26766
http://i0.hdslb.com/bfs/bangumi/5626f7afbd39a0b4561dea5bd267ba1ef2248c0d.jpg,,85.4万追番,全12话,天真与闪电,https://www.bilibili.com/bangumi/play/ss5029
http://i0.hdslb.com/bfs/bangumi/6fbb692726fb77614ef2abf44f10a983556d913f.jpg,会员专享,85.1万追番,全12话,王室教师海涅,https://www.bilibili.com/bangumi/play/ss5990
http://i0.hdslb.com/bfs/bangumi/f04c66e413c0334fb035980bd22757a5230a7fd7.jpg,,83.9万追番,全25话,记录的地平线,https://www.bilibili.com/bangumi/play/ss289
http://i0.hdslb.com/bfs/bangumi/3622ff139d6875c7b196edd3f9db7d0a3883a158.jpg,,83.8万追剧,2017-09-15上映,刀剑神域：序列之争,https://www.bilibili.com/bangumi/play/ss12364?theme=movie
http://i0.hdslb.com/bfs/bangumi/2d8dbe50b57828a2f15a0e67bb22cd96f76a4a7a.jpg,,83.4万追番,全26话,Little Busters!,https://www.bilibili.com/bangumi/play/ss3242
http://i0.hdslb.com/bfs/bangumi/5f921ab5be2bbb8359d9c70b1b1caa817ca18e80.jpg,会员专享,83.4万追剧,2019-06-01上映,哆啦A梦：大雄的月球探险记,https://www.bilibili.com/bangumi/play/ss28772?theme=movie
http://i0.hdslb.com/bfs/bangumi/a337b8dbb45a43b78d0c0f485695b4b6336dccbc.jpg,,83.3万追番,全13话,恋爱研究所,https://www.bilibili.com/bangumi/play/ss451
http://i0.hdslb.com/bfs/bangumi/0342f8915854f6ee18869137b0361d3b70d9f9da.png,会员专享,83万追番,全12话,Free!-Dive to the Future-,https://www.bilibili.com/bangumi/play/ss24570
http://i0.hdslb.com/bfs/bangumi/d30e6af3ce38f09dedb56a6e3235bcd780ca8c2c.jpg,,82.9万追番,全12话,一周的朋友。,https://www.bilibili.com/bangumi/play/ss173
http://i0.hdslb.com/bfs/bangumi/image/f8e71d926fefcf657cab6e8404ece3fe15df7ee2.png,会员抢先,82.7万追番,更新至第18话,非枪人生 第二季,https://www.bilibili.com/bangumi/play/ss33021
http://i0.hdslb.com/bfs/bangumi/image/fa2700aa713fd3f770599fe816b4f84f260519ca.jpg,会员专享,82.2万追番,全13话,吹响吧！上低音号 第二季,https://www.bilibili.com/bangumi/play/ss28937
http://i0.hdslb.com/bfs/bangumi/a5ebca79073cd3036e86226f3e16315276725a52.jpg,会员专享,82.1万追番,全51话,钢之炼金术师,https://www.bilibili.com/bangumi/play/ss1088
http://i0.hdslb.com/bfs/bangumi/d8b8277b649ea9239e6614237b7fc2264dcea8aa.jpg,,81.6万追番,全25话,好想告诉你 第一季,https://www.bilibili.com/bangumi/play/ss857
http://i0.hdslb.com/bfs/bangumi/eecd5201559d7edc7eee9b77be55053a81873f26.jpg,,81.5万追番,全12话,神的记事本,https://www.bilibili.com/bangumi/play/ss897
http://i0.hdslb.com/bfs/bangumi/fd69cb22147485b96b4ad60cd95f6a8e64fa5c21.jpg,,81.4万追番,更新至第122话,精灵宝可梦 日月,https://www.bilibili.com/bangumi/play/ss5707
http://i0.hdslb.com/bfs/bangumi/20aa8ff13d6809538c16a6648adeb77d8aa767f8.jpg,,81.3万追番,全8话,BLACK★ROCK SHOOTER,https://www.bilibili.com/bangumi/play/ss1665
http://i0.hdslb.com/bfs/bangumi/5d1364ae198c6e29c2daa64e48ad539fe5094496.jpg,,81万追番,全12话,超自然9人组,https://www.bilibili.com/bangumi/play/ss5526
http://i0.hdslb.com/bfs/bangumi/c2d4b22675f78f07d3b6562a0e336ac110cc35d7.jpg,,80.3万追番,全12话,空战魔导士候补生的教官,https://www.bilibili.com/bangumi/play/ss2583
http://i0.hdslb.com/bfs/bangumi/324695f281a5072f136b32c416be87a5d2f927a2.jpg,,80万追番,全12话,群居姐妹,https://www.bilibili.com/bangumi/play/ss2614
http://i0.hdslb.com/bfs/bangumi/f0841da0acbb37bfd2d51700cc2a6c4dfa045295.jpg,,79.7万追番,全12话,進擊的巨人 第二季（僅限台灣地區）,https://www.bilibili.com/bangumi/play/ss5970
http://i0.hdslb.com/bfs/bangumi/cc27b47f07d14e3de0f6f7d60ede625fb9ae9727.png,,79.2万追番,全13话,One Room 第二季,https://www.bilibili.com/bangumi/play/ss24572
http://i0.hdslb.com/bfs/bangumi/b1916cb8eb07b565e018c174b7b73ecb51eb29e3.jpg,会员专享,79万追番,全25话,青之驱魔师,https://www.bilibili.com/bangumi/play/ss861
http://i0.hdslb.com/bfs/bangumi/63657caaa641144498e8eef394af61ce452c96ea.jpg,,78.7万追番,全26话,超时空要塞Δ,https://www.bilibili.com/bangumi/play/ss3530
http://i0.hdslb.com/bfs/bangumi/d61a2df4a7b441200a7cad201372f281bf8d0ce9.jpg,,78.5万追番,全10话,魔法少女☆伊莉雅 2WEI!,https://www.bilibili.com/bangumi/play/ss2574
http://i0.hdslb.com/bfs/bangumi/image/bb52dc7127b6b9cec5679dba70dd200c2bd98584.jpg,会员专享,78万追番,全1话,吹响吧！上低音号～欢迎来到北宇治高中吹奏乐部～,https://www.bilibili.com/bangumi/play/ss28938?theme=movie
http://i0.hdslb.com/bfs/bangumi/3ee3e267731be4cac9ef39a905714de06fd66d59.jpg,会员专享,77.7万追番,全25话,敦君与女朋友,https://www.bilibili.com/bangumi/play/ss23838
http://i0.hdslb.com/bfs/bangumi/8274f1107032a6fe0843dc9cf875d887d6ad0f03.jpg,,77.6万追番,全17话,恋爱随意链接,https://www.bilibili.com/bangumi/play/ss713
http://i0.hdslb.com/bfs/bangumi/a9f02086131b2d351027100f8caadc1d27221f4e.jpg,会员专享,77.6万追番,全25话,黑子的篮球,https://www.bilibili.com/bangumi/play/ss1624
http://i0.hdslb.com/bfs/bangumi/416f6c7442c07c17d93b9d8dc558461022b4ae40.jpg,,77.3万追番,全13话,小桃小栗Love Love物语,https://www.bilibili.com/bangumi/play/ss5016
http://i0.hdslb.com/bfs/bangumi/9eb80f010c1c45a298fae09d970d422eeab79f70.jpg,,77.2万追番,全4话,ReLIFE 完结篇,https://www.bilibili.com/bangumi/play/ss23884
http://i0.hdslb.com/bfs/bangumi/083feff33f0d4ee42d174f87336c7b5101a158d1.jpg,,77.2万追番,全12话,我，要成为双马尾。,https://www.bilibili.com/bangumi/play/ss324
http://i0.hdslb.com/bfs/bangumi/1180c222b427a3171faae1245c46a6452f14bdee.jpg,,77万追番,全13话,Love Live! School Idol Project（第二季）,https://www.bilibili.com/bangumi/play/ss3071
http://i0.hdslb.com/bfs/bangumi/783bcdb50d9702b23e3aef2e6a5bbd0508465a87.jpg,,76.8万追番,全12话,少女编号,https://www.bilibili.com/bangumi/play/ss5532
http://i0.hdslb.com/bfs/bangumi/fa218bbc1f73d86824dddb3048691058a82ccf25.jpg,,76.4万追番,全12话,苍之彼方的四重奏,https://www.bilibili.com/bangumi/play/ss3106
http://i0.hdslb.com/bfs/bangumi/3da24e9684fb21e7554eebeb9e76fbdf144e3779.png,,76万追番,全12话,Caligula 卡里古拉,https://www.bilibili.com/bangumi/play/ss23818
http://i0.hdslb.com/bfs/bangumi/c1fafbd989cc1ca6c1cd739cc008547307af5dbf.jpg,,75.8万追番,全12话,初恋怪兽,https://www.bilibili.com/bangumi/play/ss5018
http://i0.hdslb.com/bfs/bangumi/image/c8cdae20accbcbe0c1a54978a7a5bb85d2a59bff.jpg,会员专享,75.1万追番,全1话,吹响吧！上低音号～誓言的终章～,https://www.bilibili.com/bangumi/play/ss28951?theme=movie
http://i0.hdslb.com/bfs/bangumi/b91c29d27f007092b0f54ff480a1d6854478ce24.jpg,,74.4万追番,全25话,樱花任务,https://www.bilibili.com/bangumi/play/ss5992
http://i0.hdslb.com/bfs/bangumi/a4564ec2fb54e059d94608808ed06ebfa1167a6a.jpg,付费观看,74.1万追番,全12话,魔法少女 俺,https://www.bilibili.com/bangumi/play/ss23871
http://i0.hdslb.com/bfs/bangumi/6ce4e85797b511f9c77734af7360bda53719df7d.jpg,,73.9万追番,全12话,AIR,https://www.bilibili.com/bangumi/play/ss1816
http://i0.hdslb.com/bfs/bangumi/image/360f5fe2d1aca00061c981d300ddf897da6aff51.jpg,,73.7万追番,全13话,境界线上的地平线,https://www.bilibili.com/bangumi/play/ss2676
http://i0.hdslb.com/bfs/bangumi/6f0fc60f4319db3f3463488df5a0cae5ee283281.jpg,会员专享,73.6万追番,全12话,Taboo Tattoo－禁忌咒纹－,https://www.bilibili.com/bangumi/play/ss5031
http://i0.hdslb.com/bfs/bangumi/0e6d5571659719b0ce20c601052573344aa19630.png,会员专享,73.5万追番,全1话,剧场版 中二病也要谈恋爱！ -Take On Me-,https://www.bilibili.com/bangumi/play/ss25045?theme=movie
http://i0.hdslb.com/bfs/bangumi/66ae74593891a95ee80d2c7cabc41d141acec928.jpg,,73.5万追番,全12话,狗与剪刀的正确用法,https://www.bilibili.com/bangumi/play/ss2783
http://i0.hdslb.com/bfs/bangumi/image/a237464905f461476a7bbd2e02eff8c85648c336.png,,73.1万追番,全1话,云之彼端，约定的地方,https://www.bilibili.com/bangumi/play/ss2545?theme=movie
http://i0.hdslb.com/bfs/bangumi/0f8c9a4532a7cf47ce65fb60a3ce8fbedf836694.jpg,,73万追番,全24话,青春纪行 / 金色时光,https://www.bilibili.com/bangumi/play/ss468
http://i0.hdslb.com/bfs/bangumi/0aad6593530a088c531272b9c9c0a3b81db30317.jpg,,72.6万追番,全12话,ACCA13区监察课,https://www.bilibili.com/bangumi/play/ss5795
http://i0.hdslb.com/bfs/bangumi/image/6272d50bfa30e13e98bc6f78e7e86ca7745a4c72.jpg,会员专享,72.5万追番,全12话,暗黑破坏神在身边。,https://www.bilibili.com/bangumi/play/ss29327
http://i0.hdslb.com/bfs/bangumi/98ecf55a5b23a043fc4874be9f129b36b6a9a5a6.jpg,付费观看,72.4万追番,全13话,鬼灯的冷彻 第二季 其二,https://www.bilibili.com/bangumi/play/ss23877
http://i0.hdslb.com/bfs/bangumi/f25e673d10a0524203552230c29861d43427ae7d.jpg,,72.2万追番,全13话,GANGSTA.,https://www.bilibili.com/bangumi/play/ss2601
http://i0.hdslb.com/bfs/bangumi/a3b2db2edeeac4fb51446724458cf93fe46d2797.jpg,会员专享,72.2万追番,全12话,一个人的〇〇小日子,https://www.bilibili.com/bangumi/play/ss26818
http://i0.hdslb.com/bfs/bangumi/1eaf4c554ba073db011da2d80b5abda7960321e1.jpg,会员专享,71.8万追番,全1话,从很久以前就喜欢你了。～告白实行委员会～,https://www.bilibili.com/bangumi/play/ss5575?theme=movie
http://i0.hdslb.com/bfs/bangumi/46872e4e59ee0e3e3afc8479ba5a2f6a3c266671.jpg,限时免费,71.8万追番,全12话,Free!,https://www.bilibili.com/bangumi/play/ss4394
http://i0.hdslb.com/bfs/bangumi/image/ddea3bbc9913be96245709aca36e8bdf19285b26.png,会员专享,71.6万追番,全12话,22/7,https://www.bilibili.com/bangumi/play/ss29109
http://i0.hdslb.com/bfs/bangumi/c521e6f0d05b8aaba24ec96265fe707d5f3b9c16.jpg,,71.6万追番,全26话,妖怪公寓的幽雅日常,https://www.bilibili.com/bangumi/play/ss6308
http://i0.hdslb.com/bfs/bangumi/15858c2ba0cc4356665b31529b646ed64b0d3a63.jpg,,70.4万追番,全12话,Slow Start,https://www.bilibili.com/bangumi/play/ss21675
http://i0.hdslb.com/bfs/bangumi/748ecaf2582d3d8388dd49e70a5d9d85a4aa1465.jpg,,70.4万追番,全26话,花开伊吕波,https://www.bilibili.com/bangumi/play/ss845
http://i0.hdslb.com/bfs/bangumi/e7950f21042cade73ed4282d988d131769c98d5d.jpg,会员专享,70万追番,全28话,凉宫春日的忧郁 2009,https://www.bilibili.com/bangumi/play/ss1057
http://i0.hdslb.com/bfs/bangumi/42b3d6d1e7a62d165cdf17e00495352c28e86e72.jpg,会员专享,69.9万追番,全12话,黑执事II,https://www.bilibili.com/bangumi/play/ss4586
http://i0.hdslb.com/bfs/bangumi/74209aab1b6a61614a0fa278da1078aa8698ed4b.png,会员专享,69.8万追番,全14话,弦音 -风舞高中弓道部-,https://www.bilibili.com/bangumi/play/ss25696
http://i0.hdslb.com/bfs/bangumi/b7643633f756ccc51746ff6f48ebd39ef0895c7a.jpg,,69.8万追番,全25话,魔笛MAGI,https://www.bilibili.com/bangumi/play/ss470
http://i0.hdslb.com/bfs/bangumi/aaa60f9cb17fb4a38df464f1064ca9623e0769cc.jpg,,69.3万追番,全25话,来自新世界,https://www.bilibili.com/bangumi/play/ss1598
http://i0.hdslb.com/bfs/bangumi/4d14e521d22af0d0d9747e2f063d400a0646c8d5.png,,69.2万追番,全12话,Comic Girls,https://www.bilibili.com/bangumi/play/ss23829
http://i0.hdslb.com/bfs/bangumi/image/d3e072d4d4fa05d1a94ed2f4d28258dbef100433.png,会员专享,69.1万追番,全1话,为美好的世界献上祝福！红传说,https://www.bilibili.com/bangumi/play/ss33290?theme=movie
http://i0.hdslb.com/bfs/bangumi/fbdfd6cdce9b9b7f71afd1646f0b3eb88593dcbb.jpg,,68.5万追番,全12话,三坪房间的侵略者！,https://www.bilibili.com/bangumi/play/ss4120
http://i0.hdslb.com/bfs/bangumi/1b8b5ee0f23819c986b752d430c95b1fef2d5d79.jpg,,68.4万追番,全26话,滑头鬼之孙,https://www.bilibili.com/bangumi/play/ss899
http://i0.hdslb.com/bfs/bangumi/86dd95a3aa0ab78e1b7ccc2934e1dd3a6c30fcbe.png,,68.3万追番,全13话,ULTRAMAN 机动奥特曼,https://www.bilibili.com/bangumi/play/ss26765
http://i0.hdslb.com/bfs/bangumi/8e8852adfc91eef6557061e09e388b80e89fd6f6.png,会员专享,68.3万追番,全10话,玛纳利亚的密友（Mysteria Friends）/巴哈姆特之怒/玛娜利亚魔法学院,https://www.bilibili.com/bangumi/play/ss26271
