封面链接,收费情况,追番人数,播放状态,番剧名,番剧链接
http://i0.hdslb.com/bfs/bangumi/d1f2baf4ea8217dd89d1aa3e45a75301b345b306.png,会员专享,211.3万追番,全12话,贤者之孙,https://www.bilibili.com/bangumi/play/ss26794
http://i0.hdslb.com/bfs/bangumi/7449bdd3c8067fec587a0cf2a8f7f1f5275b757f.jpg,会员专享,210.7万追番,全24话,齐木楠雄的灾难,https://www.bilibili.com/bangumi/play/ss5069
http://i0.hdslb.com/bfs/bangumi/401f84cadca354453e338c175c25fa971b67d224.jpg,会员专享,210.6万追番,全64话,钢之炼金术师 FULLMETAL ALCHEMIST,https://www.bilibili.com/bangumi/play/ss1089
http://i0.hdslb.com/bfs/bangumi/654466a6f0cf9aa9b73b800da152a460bfabbb89.jpg,,210.2万追番,全13话,我女友与青梅竹马的惨烈修罗场,https://www.bilibili.com/bangumi/play/ss2667
http://i0.hdslb.com/bfs/bangumi/image/38e2a273f528fd01c34f1fc4df0f69c64487efad.png,会员专享,208万追番,更新至第1035话,名侦探柯南,https://www.bilibili.com/bangumi/play/ss33378
http://i0.hdslb.com/bfs/bangumi/image/23523b8986885db62bcc7874e294aa7b5fb767f2.png,会员专享,204.5万追番,全24话,星掠者,https://www.bilibili.com/bangumi/play/ss29339
http://i0.hdslb.com/bfs/bangumi/94466dbf154b7da5fa0f1f20dae476efe8892368.jpg,,202.9万追番,全16话,我的妹妹不可能那么可爱 第一季,https://www.bilibili.com/bangumi/play/ss2660
http://i0.hdslb.com/bfs/bangumi/0d8711a929a170c133e870a2399da759f7a5897a.jpg,,199.7万追番,全26话,会长是女仆大人！,https://www.bilibili.com/bangumi/play/ss969
http://i0.hdslb.com/bfs/bangumi/1431ca5bb2f7143062e3df8f21b8448cf8cccc13.jpg,会员专享,199.7万追番,全12话,少女终末旅行,https://www.bilibili.com/bangumi/play/ss6463
http://i0.hdslb.com/bfs/bangumi/image/f62e3a533ccf9d569847aac6995f32ad152d753f.jpg,会员专享,199.6万追番,更新至第160话,博人传 火影忍者新时代,https://www.bilibili.com/bangumi/play/ss5978
http://i0.hdslb.com/bfs/bangumi/b69a9fc2ce1c50915b3158c2f6ac51ed64101b23.jpg,会员专享,198.3万追番,全13话,中二病也要谈恋爱！恋,https://www.bilibili.com/bangumi/play/ss4349
http://i0.hdslb.com/bfs/bangumi/aec7ee132ed53855118b1bc5de3f95f0d1f21875.jpg,会员专享,195.2万追番,全12话,从零开始的魔法书,https://www.bilibili.com/bangumi/play/ss6001
http://i0.hdslb.com/bfs/bangumi/image/5b00c25e00b639194f51ead01c557c9709c3ea6a.jpg,,194.9万追番,全1话,言叶之庭,https://www.bilibili.com/bangumi/play/ss2546?theme=movie
http://i0.hdslb.com/bfs/bangumi/64f2a5e01f9cca99cef8e6e4415b9bb867281d0c.jpg,,193.1万追番,全12话,小木乃伊到我家,https://www.bilibili.com/bangumi/play/ss21720
http://i0.hdslb.com/bfs/bangumi/f15812ebce696a98ee0907c8e8ac32a07e29095f.png,会员专享,192.2万追番,全13话,喜欢本大爷的竟然就你一个？,https://www.bilibili.com/bangumi/play/ss28595
http://i0.hdslb.com/bfs/bangumi/985117c4c5cce9fb0208e790554ad777c6956689.jpg,,191.6万追番,全12话,此花亭奇谭,https://www.bilibili.com/bangumi/play/ss6425
http://i0.hdslb.com/bfs/bangumi/39716626d611a765c44ca27054f3526210c4d5cb.jpg,会员专享,190.9万追番,全13话,夏目友人帐 陆,https://www.bilibili.com/bangumi/play/ss5977
http://i0.hdslb.com/bfs/bangumi/15992a6e1d737ae0319ab3788f598c223501d043.jpg,,190.8万追番,全13话,打工吧！魔王大人,https://www.bilibili.com/bangumi/play/ss2932
http://i0.hdslb.com/bfs/bangumi/bca4864e564d46bebb6dc0b14371a04fd70b3fda.jpg,付费观看,185.5万追番,全24话,戒律的复活,https://www.bilibili.com/bangumi/play/ss21729
http://i0.hdslb.com/bfs/bangumi/cbda2ba01bdc1e99db1f732dd3d2b963789039dc.png,会员专享,182.9万追番,全13话,在地下城寻求邂逅是否搞错了什么 第二季,https://www.bilibili.com/bangumi/play/ss27999
http://i0.hdslb.com/bfs/bangumi/image/d15c7b1a5b6e90abeea78844ff97f9443fc2588c.png,,182.8万追番,全14话,甘城光辉游乐园,https://www.bilibili.com/bangumi/play/ss281
http://i0.hdslb.com/bfs/bangumi/image/d42812c60a06e0483119eb07412782d425789e35.png,会员专享,182.4万追番,全12话,剑姬神圣谭  在地下城寻求邂逅是否搞错了什么 外传 ,https://www.bilibili.com/bangumi/play/ss5980
http://i0.hdslb.com/bfs/bangumi/4d06e660b8da9cb5335552f4ebde89bbcb2e9d4f.jpg,会员专享,181.5万追番,全50话,双星之阴阳师,https://www.bilibili.com/bangumi/play/ss3462
http://i0.hdslb.com/bfs/bangumi/2d8e0db5b60d2f2fa8dea5a1b3bcc5023bde69a2.jpg,会员专享,180.6万追番,全13话,K,https://www.bilibili.com/bangumi/play/ss685
http://i0.hdslb.com/bfs/bangumi/9a3ce7ccfb2f20bf1cee49c5859add6f41bdec4c.png,会员专享,180.3万追番,全12话,我，不是说了能力要平均值么！,https://www.bilibili.com/bangumi/play/ss28544
http://i0.hdslb.com/bfs/bangumi/image/8f9b76354e70d0d6223e20bb4279e64f621b36ca.png,限时免费,180.1万追番,全26话,地狱少女,https://www.bilibili.com/bangumi/play/ss4996
http://i0.hdslb.com/bfs/bangumi/35d8ddfa7536215775539a16e5f438756566a7ea.jpg,,179万追番,全16话,pop子和pipi美的日常,https://www.bilibili.com/bangumi/play/ss21719
http://i0.hdslb.com/bfs/bangumi/image/23c0bd1c4e999875449c467dc1eb08d2b723a939.jpg,会员专享,178.4万追番,更新至第138话,黑色四叶草,https://www.bilibili.com/bangumi/play/ss6422
http://i0.hdslb.com/bfs/bangumi/50667c394c8307fa7b49d3f362adebd5154b2997.jpg,,178.2万追番,全12话,异世界食堂,https://www.bilibili.com/bangumi/play/ss6310
http://i0.hdslb.com/bfs/bangumi/803ee7dc0e151ea3f634fe49e73d3b3fb93ca433.jpg,,177.8万追番,全13话,Angel Beats!,https://www.bilibili.com/bangumi/play/ss959
http://i0.hdslb.com/bfs/bangumi/964a79c96c92ef262eed53982f3a57689b6292af.jpg,,177.6万追番,全12话,Fate/Zero 第二季,https://www.bilibili.com/bangumi/play/ss779
http://i0.hdslb.com/bfs/bangumi/2bdc085a0b514276539fafda97e4043f5ea641bb.jpg,,176.4万追番,全12话,幻界战线,https://www.bilibili.com/bangumi/play/ss1553
http://i0.hdslb.com/bfs/bangumi/67da3dae76e526a925b78b1d8abe21c870333491.jpg,,175.7万追番,全12话,玉子市场,https://www.bilibili.com/bangumi/play/ss4262
http://i0.hdslb.com/bfs/bangumi/0b06b207c8f1dbbccdc475ed387ef8873deb21ac.jpg,会员专享,174.7万追番,全13话,骑士&魔法,https://www.bilibili.com/bangumi/play/ss6304
http://i0.hdslb.com/bfs/bangumi/b19629ed8445999fab9801baeced6f2759b43026.png,会员专享,174.5万追番,全13话,我们无法一起学习！,https://www.bilibili.com/bangumi/play/ss28590
http://i0.hdslb.com/bfs/bangumi/f0043f638a4ce8307e0a299349d6d6beb4e7b97b.jpg,,173.4万追番,全12话,属性咖啡厅,https://www.bilibili.com/bangumi/play/ss6432
http://i0.hdslb.com/bfs/bangumi/image/9477f8b8f2e9fefa328f8f9e3f6f6cc1e00d5aa9.png,会员抢先,173.3万追番,更新至第6话,宇崎学妹想要玩！,https://www.bilibili.com/bangumi/play/ss33800
http://i0.hdslb.com/bfs/bangumi/c53c6d891115ae783e57bc4cb0c8a456f8788fef.jpg,会员专享,172.7万追番,全12话,学战都市Asterisk,https://www.bilibili.com/bangumi/play/ss2722
http://i0.hdslb.com/bfs/bangumi/image/8027312ac645f4734e1aba8291d99be77e516176.jpg,,172.6万追剧,2016-08-26上映,你的名字。,https://www.bilibili.com/bangumi/play/ss12044?theme=movie
http://i0.hdslb.com/bfs/bangumi/34a46a3d1504d05febaa14d0b5174015649974df.jpg,,169.5万追番,全12话,终结的炽天使 名古屋决战篇,https://www.bilibili.com/bangumi/play/ss2760
http://i0.hdslb.com/bfs/bangumi/6dc385fee54865a0bd673ecfbb711997fffffd6c.png,会员专享,167.5万追番,全12话,重来吧，魔王大人！,https://www.bilibili.com/bangumi/play/ss28004
http://i0.hdslb.com/bfs/bangumi/c0faf1e86c8f7fef70d26996175598314a3f09c7.jpg,,167.2万追番,全10话,我的脑内选项正在全力妨碍学园恋爱喜剧,https://www.bilibili.com/bangumi/play/ss2673
http://i0.hdslb.com/bfs/bangumi/image/60721fa651a41b31101531ff0a3eb8fea8b72dae.jpg,,164.9万追番,全20话,伪恋,https://www.bilibili.com/bangumi/play/ss1573
http://i0.hdslb.com/bfs/bangumi/7625ac0a9409923bd3b285a978aeba04db4fd406.png,会员专享,163.4万追番,全13话,我们无法一起学习,https://www.bilibili.com/bangumi/play/ss26767
http://i0.hdslb.com/bfs/bangumi/77605418c0921578c469201d6384d6a32ed218e9.jpg,,162.5万追番,全12话,地狱少女 宵伽,https://www.bilibili.com/bangumi/play/ss6341
http://i0.hdslb.com/bfs/bangumi/image/348d999193f1a537061fad7aa0cbee3e7bb4cc3b.jpg,会员专享,162.4万追番,全1话,请问您今天要来点兔子吗？？～Sing for You～,https://www.bilibili.com/bangumi/play/ss30288
http://i0.hdslb.com/bfs/bangumi/eb4f17335f48951945fb9da47e6ee0bc65fa2fbb.jpg,会员专享,158.8万追番,全120话,齐木楠雄的灾难（日播&精选版）,https://www.bilibili.com/bangumi/play/ss5070
http://i0.hdslb.com/bfs/bangumi/c71ef4b7f85053f2f4ff7ffd8d746c9f7e0b791f.jpg,,158.3万追番,全13话,邻座的怪同学,https://www.bilibili.com/bangumi/play/ss688
http://i0.hdslb.com/bfs/bangumi/96704d5ef94722dca15f7fe07d8c004a0c770e25.jpg,,158.2万追番,全10话,问题儿童都来自异世界？,https://www.bilibili.com/bangumi/play/ss439
http://i0.hdslb.com/bfs/bangumi/image/3ca057b46ee8d536e6d86895e976c883223c33d0.png,会员专享,158万追番,全13话,魔法纪录 魔法少女小圆外传,https://www.bilibili.com/bangumi/play/ss29076
http://i0.hdslb.com/bfs/bangumi/212345f11472cd39d6209652ca926f2249fdff36.jpg,会员专享,157.6万追番,全57话,火影忍者 疾风传,https://www.bilibili.com/bangumi/play/ss3287
http://i0.hdslb.com/bfs/bangumi/image/65ff61936d9faddbd9ae17a2876e458b38dd1cdd.png,会员专享,156.4万追番,全12话,邪神与厨二病少女 第二季,https://www.bilibili.com/bangumi/play/ss32938
http://i0.hdslb.com/bfs/bangumi/d13adc58696ed52fa73ab15cb0f3e699bbcc05fb.png,会员专享,156.1万追番,全13话,Megalo Box,https://www.bilibili.com/bangumi/play/ss23880
http://i0.hdslb.com/bfs/bangumi/272e35317d38c9cbfb78fe238e83d8462acb2956.png,会员专享,156万追番,全12话,异界少女召唤术,https://www.bilibili.com/bangumi/play/ss24627
http://i0.hdslb.com/bfs/bangumi/image/f1140e330bc5993aafcea1087c542a640e4ba459.png,会员专享,155.1万追番,全13话,格莱普尼尔,https://www.bilibili.com/bangumi/play/ss32956
http://i0.hdslb.com/bfs/bangumi/image/b7ce6fd3aacb2edd1bd75e368e8838c2d768dab8.png,会员专享,154.2万追番,全13话,神之塔,https://www.bilibili.com/bangumi/play/ss32974
http://i0.hdslb.com/bfs/bangumi/4d55f8a62a717c954c5bc92fc26e0d2dc9e0592e.jpg,,153.8万追番,全12话,这个美术社大有问题！,https://www.bilibili.com/bangumi/play/ss5043
http://i0.hdslb.com/bfs/bangumi/8f540cf989b02e2db4e7de1e2fdf1ab2886b4e64.jpg,,153.2万追番,全13话,漆黑的子弹,https://www.bilibili.com/bangumi/play/ss4181
http://i0.hdslb.com/bfs/bangumi/e5e7edcb4f17cfd1ba4cd233a12f514862bf1c94.jpg,会员专享,153万追番,全12话,请问您今天要来点兔子吗？,https://www.bilibili.com/bangumi/play/ss191
http://i0.hdslb.com/bfs/bangumi/bb264d8a63e2d152ba795a1c15314cdf49d7fb49.jpg,,151.6万追番,全12话,幻界战线 & BEYOND,https://www.bilibili.com/bangumi/play/ss6439
http://i0.hdslb.com/bfs/bangumi/23b1fabb35bbc20b91207edd6a66a8719f8cd297.jpg,,150.6万追剧,2017-09-08上映,声之形,https://www.bilibili.com/bangumi/play/ss12116?theme=movie
http://i0.hdslb.com/bfs/bangumi/f32f0f1390015c98aae1839e75fb1860065d8994.jpg,,148.8万追番,全6话,无论何时我们的恋情都是10厘米。～告白实行委员会～,https://www.bilibili.com/bangumi/play/ss6470
http://i0.hdslb.com/bfs/bangumi/6d61112820c9604021c8f791034e542a511e355d.jpg,,148.6万追番,全12话,流汗吧！健身少女,https://www.bilibili.com/bangumi/play/ss28013
http://i0.hdslb.com/bfs/bangumi/fd5891a000ecdf6e76fdfea1fc204776f728c9ba.jpg,,148万追剧,2019-01-18上映,我想吃掉你的胰脏,https://www.bilibili.com/bangumi/play/ss26826?theme=movie
http://i0.hdslb.com/bfs/bangumi/902812752c6c021b7e8f75f30ea2d63db8d71d7e.jpg,会员专享,147.1万追番,全13话,K RETURN OF KINGS,https://www.bilibili.com/bangumi/play/ss2725
http://i0.hdslb.com/bfs/bangumi/b3aa44ce91b371fa2614e5bf617615210e325145.jpg,,146.5万追番,全13话,品酒要在成为夫妻后,https://www.bilibili.com/bangumi/play/ss6423
http://i0.hdslb.com/bfs/bangumi/fd9befa36466ffd6d6580a8a904f212c73af932a.jpg,,146.3万追番,全24话,魔法禁书目录 第二季,https://www.bilibili.com/bangumi/play/ss964
http://i0.hdslb.com/bfs/bangumi/6194f3436d4447a0d6aef90c87013db8daf57605.jpg,,146万追番,全12话,Just Because!,https://www.bilibili.com/bangumi/play/ss6427
http://i0.hdslb.com/bfs/bangumi/17fb2aa7eafa8f1c19ad7012d467362668159401.png,会员专享,145.7万追番,全13话,实况主的逃脱游戏,https://www.bilibili.com/bangumi/play/ss28000
http://i0.hdslb.com/bfs/bangumi/065926cbda8f464a31293758054620cca15e5589.jpg,,145.3万追番,全55话,猫和老鼠 旧版,https://www.bilibili.com/bangumi/play/ss357
http://i0.hdslb.com/bfs/bangumi/133030604f6d68986249fe34ba909c800eb685d5.jpg,,143.8万追番,全13话,Love Live! School Idol Project,https://www.bilibili.com/bangumi/play/ss3068
http://i0.hdslb.com/bfs/bangumi/1cb9e69812d7227fdb0bf5bf4eb45662fef8ea60.jpg,会员专享,143.1万追番,全13话,邪神与厨二病少女,https://www.bilibili.com/bangumi/play/ss24630
http://i0.hdslb.com/bfs/bangumi/2615ddc493f755acf9013c865863060957ffb08b.jpg,,142.7万追番,全13话,笨蛋，测验，召唤兽,https://www.bilibili.com/bangumi/play/ss842
http://i0.hdslb.com/bfs/bangumi/56f5ca7a0efbcf0edd467a481252ca2decb5a3d6.png,会员专享,142.4万追番,全12话,碧蓝航线,https://www.bilibili.com/bangumi/play/ss28516
http://i0.hdslb.com/bfs/bangumi/3d781d52aa2b93188836a1725ecdd286f8df136f.jpg,,141.8万追番,全1话,玉子爱情故事,https://www.bilibili.com/bangumi/play/ss4155?theme=movie
http://i0.hdslb.com/bfs/bangumi/ecb246e926c344840755701ffd36ee82cee7bd55.jpg,,141.4万追番,全12话,博多豚骨拉面团,https://www.bilibili.com/bangumi/play/ss21769
http://i0.hdslb.com/bfs/bangumi/9254b0bafd699c1a778c42658497948ba3038a77.png,会员专享,140.6万追番,全13话,终将成为你,https://www.bilibili.com/bangumi/play/ss25622
http://i0.hdslb.com/bfs/bangumi/77a8be24ae45d1c52b2c1a65851e6e20e63a7167.jpg,,140.3万追番,全13话,Rewrite,https://www.bilibili.com/bangumi/play/ss5020
http://i0.hdslb.com/bfs/bangumi/image/7fcaa0e98b561611538ae4deba7949cec4ca39a8.png,,139.2万追番,全12话,魔法少女小圆,https://www.bilibili.com/bangumi/play/ss2539
http://i0.hdslb.com/bfs/bangumi/ea9012550c4d720dc7756de36dd72f6984bb55c7.jpg,,137.9万追番,全12话,伪恋：,https://www.bilibili.com/bangumi/play/ss1574
http://i0.hdslb.com/bfs/bangumi/6fda8e95e61db0157008fc293360117d904239e4.jpg,,137.9万追番,全70话,百变小樱,https://www.bilibili.com/bangumi/play/ss3756
http://i0.hdslb.com/bfs/bangumi/0099eed28f8389f979dc6c66a49a0d83c7e76e42.jpg,会员专享,136.5万追番,全24话,GOSICK,https://www.bilibili.com/bangumi/play/ss856
http://i0.hdslb.com/bfs/bangumi/6c6f6b21d51753a2041ba4acf5cef1d5a6b2e4b2.jpg,会员专享,136万追番,全13话,鬼灯的冷彻,https://www.bilibili.com/bangumi/play/ss3440
http://i0.hdslb.com/bfs/bangumi/ffcbbb5536dee729d14413a840556a8a4fbcdd6c.jpg,会员专享,135.4万追番,全24话,黑执事,https://www.bilibili.com/bangumi/play/ss75
http://i0.hdslb.com/bfs/bangumi/63f236818c51f8f52dcf1b14c1892ed68affc4f3.png,会员专享,134.7万追番,全12话,刺客守则,https://www.bilibili.com/bangumi/play/ss28543
http://i0.hdslb.com/bfs/bangumi/055fcccf87dd9b2ff6d86adc43711fce5df78e44.jpg,,134.6万追番,全12话,URARA迷路帖,https://www.bilibili.com/bangumi/play/ss5776
http://i0.hdslb.com/bfs/bangumi/7e13fba734a4cf7eb7cb21959c367e82e5168637.png,会员专享,134.6万追番,全1话,Fate/kaleid liner 魔法少女☆伊莉雅 Prisma☆Phantasm,https://www.bilibili.com/bangumi/play/ss28400?theme=movie
http://i0.hdslb.com/bfs/bangumi/b3633d2e5cafa0d048f4beef63618c92cfac4c4c.jpg,,134.5万追番,全12话,我太受欢迎了该怎么办,https://www.bilibili.com/bangumi/play/ss5534
http://i0.hdslb.com/bfs/bangumi/c2c5e414d49526b00c551930c41def366c5f9136.jpg,会员专享,133.6万追番,全13话,鬼灯的冷彻 第二季,https://www.bilibili.com/bangumi/play/ss6447
http://i0.hdslb.com/bfs/bangumi/db6e926d8860a995905845a8f592669840942344.jpg,,130.6万追番,全12话,ISLAND ,https://www.bilibili.com/bangumi/play/ss24571
http://i0.hdslb.com/bfs/bangumi/image/a5a6f03dce4343c3a3d815b7dd23bc960eb22e43.jpg,会员专享,129.2万追番,全1话,名侦探柯南 唐红的恋歌,https://www.bilibili.com/bangumi/play/ss24694?theme=movie
http://i0.hdslb.com/bfs/bangumi/e4dcc80598a4133af6b1a880bb8006fa5346f31b.jpg,,129.1万追番,全12话,爱吃拉面的小泉同学,https://www.bilibili.com/bangumi/play/ss21728
http://i0.hdslb.com/bfs/bangumi/78ef9dff0fb338e6e037332821aff4b1441b9d96.jpg,,129万追番,全12话,天使的 three pieces!,https://www.bilibili.com/bangumi/play/ss6328
http://i0.hdslb.com/bfs/bangumi/c9eca3cbc386c63b27461074b8b218898cb7440e.jpg,,128.4万追番,全13话,比宇宙更远的地方,https://www.bilibili.com/bangumi/play/ss21778
http://i0.hdslb.com/bfs/bangumi/e29fe9d62d02f153db7237f748c5b296e5da4a71.jpg,,128.1万追番,全12话,One Room,https://www.bilibili.com/bangumi/play/ss5798
http://i0.hdslb.com/bfs/bangumi/8fa97d1f68517724a0afcb1ca536bfe5b818e0d8.png,会员专享,127.6万追番,全12话,街角魔族,https://www.bilibili.com/bangumi/play/ss28007
http://i0.hdslb.com/bfs/bangumi/8f67ccb853ce59adbe233da59ff6cd644a05d453.jpg,,127.5万追番,全12话,刀剑乱舞-花丸-,https://www.bilibili.com/bangumi/play/ss5515
http://i0.hdslb.com/bfs/bangumi/79aeb20ed7ea1d6fc2744c5815dc7d6ded370b50.jpg,会员专享,126.7万追番,全12话,十二大战,https://www.bilibili.com/bangumi/play/ss6420
http://i0.hdslb.com/bfs/bangumi/446c6c7e1806c0debbc3e40ba2e9d9dd00cb4a08.jpg,,126.5万追番,全26话,无头骑士异闻录,https://www.bilibili.com/bangumi/play/ss1656
http://i0.hdslb.com/bfs/bangumi/e46cc26d95a6b09541a8bda484f041eebb474c1a.png,,126.4万追番,全203话,家庭教师HITMAN REBORN!,https://www.bilibili.com/bangumi/play/ss1376
http://i0.hdslb.com/bfs/bangumi/image/9a6851ae4154c70865fea2119944762ad7463eed.png,会员专享,125.9万追番,全1话,NARUTO to BORUTO THE LIVE 2019,https://www.bilibili.com/bangumi/play/ss28877
http://i0.hdslb.com/bfs/bangumi/image/777e75287b9201b44dea3286d28e149f063e1f4a.png,限时免费,124.4万追番,全1话,Free!-Road to the World-梦,https://www.bilibili.com/bangumi/play/ss33457
http://i0.hdslb.com/bfs/bangumi/fb27390d4f300e0b7afea4ec20e4d5c664863e66.png,会员专享,124.1万追番,全13话,COP CRAFT,https://www.bilibili.com/bangumi/play/ss28011
http://i0.hdslb.com/bfs/bangumi/f62141fc96b146532480be8851efc8c3a94eedec.jpg,,123.8万追番,全12话,NEW GAME!,https://www.bilibili.com/bangumi/play/ss5027
http://i0.hdslb.com/bfs/bangumi/8aa0bfce050c72c6626b63d3093a88527c251026.jpg,会员专享,123.8万追番,全14话,轻音少女 第一季,https://www.bilibili.com/bangumi/play/ss1172
http://i0.hdslb.com/bfs/bangumi/fa89d4ce62d87c6ff641c617c6bf62c8f19ceafd.jpg,会员专享,123.7万追番,全12话,邻家索菲,https://www.bilibili.com/bangumi/play/ss25619
http://i0.hdslb.com/bfs/bangumi/6e6a7524c42efb8061985f9fe1a0448e6913c3e2.jpg,,122.7万追番,全13话,热诚传说X,https://www.bilibili.com/bangumi/play/ss5022
http://i0.hdslb.com/bfs/bangumi/2d1f224d6bf43624a0fc9320d384977a6d374c1e.jpg,,121.7万追番,全12话,机巧少女不会受伤,https://www.bilibili.com/bangumi/play/ss4388
http://i0.hdslb.com/bfs/bangumi/c4b692ad88d42f18d3c55acf8cf2204dc6b0086c.jpg,,121.7万追番,全12话,GAMERS电玩咖！,https://www.bilibili.com/bangumi/play/ss6340
http://i0.hdslb.com/bfs/bangumi/5b409a24ebdad17f0bfeb6df519b130833c34b43.jpg,会员专享,121.3万追番,全26话,DARKER THAN BLACK -黑之契约者-,https://www.bilibili.com/bangumi/play/ss1064
http://i0.hdslb.com/bfs/bangumi/6283ab61cda2525f87a9481a4db5c9e10debd892.jpg,,120.7万追番,全13话,妖精森林的小不点,https://www.bilibili.com/bangumi/play/ss21717
http://i0.hdslb.com/bfs/bangumi/bd69c56891f6e9cea0056a01c013b36d9a3e2abb.png,付费观看,119.9万追番,全26话,女神异闻录5 动画版,https://www.bilibili.com/bangumi/play/ss23878
http://i0.hdslb.com/bfs/bangumi/c30401817895e67399094b4e669785a104270cdf.jpg,会员专享,119.5万追番,全24话,冰海战记,https://www.bilibili.com/bangumi/play/ss27395
http://i0.hdslb.com/bfs/bangumi/image/eca99a1b0531c15e2a34347b9c2f8d3d8833596c.png,会员专享,118.5万追番,全13话,无限系统树,https://www.bilibili.com/bangumi/play/ss29333
http://i0.hdslb.com/bfs/bangumi/52385016afa0a7fd0e47ae169d9933dde893f7ee.jpg,,118.4万追番,全12话,绯弹的亚里亚,https://www.bilibili.com/bangumi/play/ss2993
http://i0.hdslb.com/bfs/bangumi/247c5e89bc9b26e8302830b4eb316c3af0409a47.png,会员专享,117.3万追番,全12话,川柳少女,https://www.bilibili.com/bangumi/play/ss26870
http://i0.hdslb.com/bfs/bangumi/9d1657d52788eed1c5fa6a6f0d605226928c1137.jpg,,117.1万追番,全12话,时钟机关之星,https://www.bilibili.com/bangumi/play/ss6000
http://i0.hdslb.com/bfs/bangumi/image/d5d7441c20614dc5ddc69f333f1906a09eddcee2.png,会员抢先,116.9万追番,更新至第6话,没落要塞 / DECA-DENCE,https://www.bilibili.com/bangumi/play/ss33803
http://i0.hdslb.com/bfs/bangumi/6dccd70827dd5fe30d13bc002ee06b322334c8c0.jpg,,116.3万追番,全14话,散华礼弥,https://www.bilibili.com/bangumi/play/ss710
http://i0.hdslb.com/bfs/bangumi/8cb95a71ddd461bcd31cbb75b6c1449570fd24ff.jpg,会员专享,115.6万追剧,2019-01-11上映,命运之夜——天之杯：恶兆之花,https://www.bilibili.com/bangumi/play/ss26703?theme=movie
http://i0.hdslb.com/bfs/bangumi/b2cf533450a46802519deaece0eb5dca2d75c482.jpg,,115.1万追番,全12话,樱子小姐的脚下埋着秘密,https://www.bilibili.com/bangumi/play/ss2742
http://i0.hdslb.com/bfs/bangumi/6bf7624d5b688b3e916c1ae1e94c2e16cd4714a7.jpg,,114.8万追番,全12话,弹丸论破3 -未来篇-,https://www.bilibili.com/bangumi/play/ss5056
http://i0.hdslb.com/bfs/bangumi/8acc4ecf3638f34ca336ffbaec278457a27cff40.jpg,,114.7万追番,全12话,怪化猫,https://www.bilibili.com/bangumi/play/ss2654
http://i0.hdslb.com/bfs/bangumi/image/4ebae4d1b126d84db3949bb06c41c70900871b9a.png,会员专享,114.6万追番,全12话,八男？别闹了！,https://www.bilibili.com/bangumi/play/ss32818
http://i0.hdslb.com/bfs/bangumi/bd27b817e42ad39739251bb7347c3868af10b626.png,会员专享,114.3万追番,全18话,不吉波普不笑,https://www.bilibili.com/bangumi/play/ss26303
http://i0.hdslb.com/bfs/bangumi/b0b1b1a6a0bbf325b946307db78eb600c2f123d2.jpg,,114.3万追番,全12话,Infinite Stratos 2,https://www.bilibili.com/bangumi/play/ss3489
http://i0.hdslb.com/bfs/bangumi/537ae7517d8b798e689792fbc2b0f5dfb47f084d.png,会员专享,114.1万追番,全12话,超人高中生们即便在异世界也能从容生存！,https://www.bilibili.com/bangumi/play/ss28634
http://i0.hdslb.com/bfs/bangumi/c429da0b21a93aac3f6503616da22bb4e07458cf.jpg,,113.8万追番,全24话,斩服少女,https://www.bilibili.com/bangumi/play/ss419
http://i0.hdslb.com/bfs/bangumi/739128544452337930cc7050105600b3ef0d6dbc.jpg,,113.7万追番,全12话,漫画家与助手,https://www.bilibili.com/bangumi/play/ss177
http://i0.hdslb.com/bfs/bangumi/3f390754aecd279d3915a60676fa6ea735a72010.jpg,会员专享,113.7万追番,全12话,学战都市Asterisk 第二季,https://www.bilibili.com/bangumi/play/ss3464
http://i0.hdslb.com/bfs/bangumi/image/4acb09b89035628708806100912c2950db8c94da.jpg,会员专享,113.6万追番,全1话,LoveLive! Sunshine!! 学园偶像 电影 彩虹彼端,https://www.bilibili.com/bangumi/play/ss33241?theme=movie
http://i0.hdslb.com/bfs/bangumi/7fe6ad684ad228b7d9d643160b40fae4b9694c72.jpg,,112.6万追番,全13话,零之使魔,https://www.bilibili.com/bangumi/play/ss818
http://i0.hdslb.com/bfs/bangumi/03cd3e02df47b9200cf566c1d4048baf26f504c8.jpg,,112.3万追番,全26话,EVA 新世纪福音战士,https://www.bilibili.com/bangumi/play/ss1635
http://i0.hdslb.com/bfs/bangumi/fe356b227e0005454ab2c267c9d7de902eebe837.png,会员专享,112万追番,全23话,强风吹拂,https://www.bilibili.com/bangumi/play/ss25742
http://i0.hdslb.com/bfs/bangumi/7bbdbb0814042a8046c5c83b3c3c22dd70e83fd6.jpg,,111.7万追番,全4话,她与她的猫,https://www.bilibili.com/bangumi/play/ss3375
http://i0.hdslb.com/bfs/bangumi/image/3699cc7a3e17e043fd1b089d4e27a2bc8936de95.png,会员专享,111.7万追番,全8话,Q版！黑色四叶草,https://www.bilibili.com/bangumi/play/ss31854
http://i0.hdslb.com/bfs/bangumi/image/60dbe3ecb5d279d431db14a50744cbd571c9653d.png,会员抢先,111.4万追番,更新至第5话,魔物娘的医生,https://www.bilibili.com/bangumi/play/ss33804
http://i0.hdslb.com/bfs/bangumi/0c39256b7c701547a0ce7082740dc082a50c9e68.jpg,,111.4万追番,全167话,犬夜叉,https://www.bilibili.com/bangumi/play/ss28324
